user_id,signup_date,state,device_brand,age_group,kyc_completed,bank_linked,first_txn_date,cashback_given,churn_date
U02095,2019-04-08,odisha,Xiaomi,18-25,1,1,2019-04-14,0,
U02096,2022-09-04,uttar-pradesh,Vivo,26-35,0,0,,0,
U02097,2020-11-10,maharashtra,Vivo,36-45,1,0,,1,
U02098,2020-07-13,karnataka,Realme,26-35,1,1,2020-07-14,0,
U02099,2019-09-12,andhra-pradesh,Xiaomi,26-35,0,0,,0,
U02100,2021-01-23,tamil-nadu,Motorola,18-25,1,1,2021-02-11,0,2021-03-23
U02101,2021-06-13,karnataka,Xiaomi,18-25,0,0,,1,
U02102,2021-03-30,tamil-nadu,Vivo,18-25,1,1,2021-04-02,0,
U02103,2021-06-19,haryana,Oppo,26-35,1,0,,1,
U02104,2021-03-02,madhya-pradesh,Samsung,36-45,1,1,2021-03-04,0,
U02105,2020-11-25,gujarat,Xiaomi,18-25,0,0,,1,
U02106,2020-01-18,rajasthan,Xiaomi,18-25,1,0,,0,
U02107,2021-10-13,maharashtra,Motorola,18-25,0,0,,1,
U02108,2022-11-18,haryana,Xiaomi,18-25,0,0,,0,
U02109,2021-10-15,uttar-pradesh,Samsung,18-25,1,1,2021-11-12,1,
U02110,2021-01-22,uttar-pradesh,Others,26-35,0,0,,0,
U02111,2021-11-29,rajasthan,Samsung,26-35,1,1,2021-11-30,0,2022-01-19
U02112,2020-06-30,uttar-pradesh,Xiaomi,18-25,1,1,2020-07-02,1,
U02113,2019-06-19,west-bengal,Xiaomi,18-25,1,1,2019-07-15,0,2019-10-04
U02114,2021-05-19,gujarat,OnePlus,26-35,0,0,,1,
U02115,2019-06-11,gujarat,Motorola,26-35,1,1,2019-06-13,0,
U02116,2021-05-31,assam,Xiaomi,36-45,1,1,2021-06-14,0,2021-07-26
U02117,2022-05-18,madhya-pradesh,Oppo,46-60,1,0,,0,
U02118,2020-01-05,telangana,Oppo,26-35,1,1,2020-01-10,1,2020-02-15
U02119,2022-01-22,west-bengal,Oppo,36-45,1,1,2022-02-07,1,
U02120,2020-08-24,karnataka,Xiaomi,26-35,0,0,,1,
U02121,2020-10-19,maharashtra,Xiaomi,46-60,0,0,,0,
U02122,2019-07-30,andhra-pradesh,OnePlus,18-25,1,1,2019-08-05,0,
U02123,2019-06-13,rajasthan,Oppo,26-35,0,0,,0,
U02124,2020-11-02,uttar-pradesh,Samsung,18-25,1,1,2020-11-26,0,
U02125,2022-09-15,punjab,Apple,18-25,0,0,,0,
U02126,2020-08-28,gujarat,Vivo,18-25,1,1,2020-08-31,0,2020-10-03
U02127,2020-09-19,rajasthan,Xiaomi,36-45,1,1,2020-10-03,1,
U02128,2021-07-02,rajasthan,Realme,18-25,1,1,2021-07-08,0,
U02129,2022-05-19,telangana,Apple,26-35,0,0,,1,
U02130,2021-05-22,maharashtra,Xiaomi,18-25,1,1,2021-05-30,0,2021-08-10
U02131,2019-12-08,uttar-pradesh,Xiaomi,36-45,1,1,2019-12-12,0,
U02132,2022-11-13,odisha,Samsung,26-35,1,1,2022-12-12,0,
U02133,2021-06-28,maharashtra,Xiaomi,36-45,1,0,,1,
U02134,2020-12-20,west-bengal,Oppo,18-25,1,0,,1,
U02135,2021-07-04,karnataka,Xiaomi,36-45,1,1,2021-07-13,0,2021-10-04
U02136,2019-03-28,andhra-pradesh,Xiaomi,26-35,0,0,,0,
U02137,2020-12-23,gujarat,Others,26-35,1,1,2021-01-06,0,
U02138,2022-06-13,west-bengal,Vivo,18-25,1,1,2022-06-17,0,
U02139,2021-06-09,uttar-pradesh,Samsung,26-35,1,1,2021-06-13,1,
U02140,2020-07-16,west-bengal,Samsung,26-35,0,0,,1,
U02141,2022-08-02,bihar,Vivo,46-60,0,0,,1,
U02142,2019-04-28,uttar-pradesh,Samsung,36-45,1,1,2019-05-25,1,2019-07-12
U02143,2019-06-03,bihar,OnePlus,26-35,1,1,2019-06-07,1,
U02144,2022-10-06,uttar-pradesh,OnePlus,18-25,1,0,,1,
U02145,2022-07-29,karnataka,Others,18-25,1,1,2022-08-01,0,2022-09-26
U02146,2021-04-11,tamil-nadu,OnePlus,26-35,0,0,,1,
U02147,2021-01-14,karnataka,OnePlus,26-35,1,1,2021-01-21,1,
U02148,2021-11-16,telangana,Vivo,26-35,1,1,2021-12-15,0,2022-01-22
U02149,2022-10-23,karnataka,Samsung,26-35,1,1,2022-10-29,1,
U02150,2019-11-24,telangana,Samsung,46-60,0,0,,1,
U02151,2019-03-05,maharashtra,Realme,36-45,1,1,2019-03-12,1,2019-04-11
U02152,2019-10-20,karnataka,Xiaomi,18-25,1,1,2019-11-14,0,
U02153,2022-05-29,odisha,Xiaomi,26-35,1,1,2022-06-04,0,
U02154,2022-10-20,tamil-nadu,Oppo,26-35,0,0,,0,
U02155,2021-06-16,gujarat,Vivo,36-45,1,1,2021-06-25,1,
U02156,2019-03-13,telangana,Realme,36-45,1,1,2019-03-16,0,2019-05-07
U02157,2019-09-16,maharashtra,Oppo,18-25,1,1,2019-09-21,1,2019-11-15
U02158,2019-05-18,madhya-pradesh,Xiaomi,26-35,1,1,2019-05-23,1,
U02159,2020-04-28,maharashtra,Oppo,26-35,1,1,2020-05-03,0,
U02160,2022-08-14,andhra-pradesh,Others,26-35,1,1,2022-08-18,0,
U02161,2021-01-20,west-bengal,Oppo,18-25,1,1,2021-01-21,1,
U02162,2021-01-11,uttar-pradesh,Xiaomi,46-60,1,1,2021-02-05,0,2021-03-20
U02163,2021-02-23,punjab,Xiaomi,18-25,1,1,2021-02-27,1,
U02164,2022-03-07,andhra-pradesh,Xiaomi,36-45,0,0,,1,
U02165,2019-03-08,uttar-pradesh,Oppo,36-45,1,1,2019-03-12,1,
U02166,2022-05-24,punjab,Apple,18-25,0,0,,0,
U02167,2019-11-11,kerala,Xiaomi,36-45,1,1,2019-11-17,1,2020-01-10
U02168,2022-10-22,madhya-pradesh,Others,18-25,1,1,2022-11-09,0,
U02169,2021-07-10,rajasthan,Oppo,26-35,1,1,2021-07-20,1,2021-08-22
U02170,2021-01-29,gujarat,Samsung,26-35,1,0,,0,
U02171,2021-01-31,madhya-pradesh,Samsung,26-35,1,0,,0,
U02172,2021-06-28,karnataka,Realme,46-60,1,1,2021-07-24,1,
U02173,2019-06-07,andhra-pradesh,Vivo,26-35,1,1,2019-06-10,0,
U02174,2022-03-21,west-bengal,Samsung,26-35,0,0,,0,
U02175,2019-10-09,uttar-pradesh,Xiaomi,36-45,1,0,,1,
U02176,2021-12-20,uttar-pradesh,Oppo,18-25,0,0,,0,
U02177,2021-01-21,uttar-pradesh,Vivo,18-25,1,1,2021-01-28,1,
U02178,2021-03-26,maharashtra,Realme,36-45,1,1,2021-04-14,0,2021-05-24
U02179,2020-10-05,telangana,Others,18-25,1,1,2020-10-08,0,
U02180,2022-08-23,kerala,Vivo,18-25,1,1,2022-08-30,1,
U02181,2020-07-24,bihar,Others,36-45,1,1,2020-08-12,0,2020-09-22
U02182,2020-05-26,odisha,Xiaomi,18-25,1,1,2020-05-29,1,
U02183,2019-08-21,maharashtra,Vivo,26-35,1,1,2019-08-22,1,
U02184,2019-02-23,jharkhand,Apple,18-25,1,1,2019-03-01,0,
U02185,2020-01-17,gujarat,Xiaomi,26-35,1,1,2020-01-23,1,
U02186,2021-10-19,tamil-nadu,Vivo,18-25,0,0,,1,
U02187,2021-11-26,uttar-pradesh,Apple,18-25,0,0,,1,
U02188,2021-03-03,gujarat,Vivo,26-35,1,0,,0,
U02189,2022-02-24,madhya-pradesh,Oppo,18-25,0,0,,1,
U02190,2019-08-30,maharashtra,Xiaomi,26-35,1,0,,1,
U02191,2020-06-20,uttarakhand,Motorola,36-45,1,1,2020-06-25,1,2020-08-30
U02192,2020-06-17,odisha,Xiaomi,18-25,0,0,,1,
U02193,2022-12-12,haryana,Vivo,18-25,1,0,,0,
U02194,2021-07-02,rajasthan,Vivo,46-60,1,1,2021-07-28,0,2021-09-04
U02195,2020-03-15,punjab,Xiaomi,26-35,1,1,2020-03-31,0,
U02196,2022-06-07,uttar-pradesh,Samsung,26-35,1,0,,0,
U02197,2020-08-07,odisha,Realme,36-45,1,0,,1,
U02198,2022-11-22,punjab,Motorola,36-45,0,0,,0,
U02199,2021-10-02,andhra-pradesh,Xiaomi,18-25,1,1,2021-10-08,0,2021-11-19
U02200,2020-02-14,madhya-pradesh,Others,46-60,1,1,2020-02-17,0,
U02201,2019-09-09,tamil-nadu,Xiaomi,26-35,0,0,,0,
U02202,2019-10-05,jharkhand,Oppo,36-45,1,1,2019-10-07,0,
U02203,2019-06-01,maharashtra,Oppo,26-35,1,0,,0,
U02204,2021-07-14,haryana,Oppo,26-35,1,1,2021-07-18,0,
U02205,2019-12-20,karnataka,Realme,18-25,1,1,2020-01-02,0,
U02206,2022-12-31,kerala,Vivo,46-60,0,0,,1,
U02207,2021-06-30,maharashtra,Xiaomi,26-35,1,1,2021-07-06,0,
U02208,2019-06-29,karnataka,Vivo,26-35,0,0,,1,
U02209,2022-10-28,uttar-pradesh,Apple,26-35,1,1,2022-11-03,1,
U02210,2020-10-16,uttarakhand,Vivo,26-35,0,0,,0,
U02211,2022-09-29,uttar-pradesh,Xiaomi,18-25,1,0,,1,
U02212,2020-12-12,tamil-nadu,Xiaomi,26-35,0,0,,1,
U02213,2022-12-24,karnataka,Vivo,46-60,1,1,2022-12-27,0,2023-03-13
U02214,2019-05-13,himachal-pradesh,Xiaomi,26-35,0,0,,1,
U02215,2022-01-31,west-bengal,Xiaomi,26-35,1,0,,1,
U02216,2022-01-15,tamil-nadu,Vivo,26-35,1,1,2022-01-18,0,
U02217,2020-08-17,odisha,Others,46-60,0,0,,1,
U02218,2020-09-06,madhya-pradesh,Samsung,18-25,1,1,2020-09-12,0,
U02219,2019-11-19,madhya-pradesh,Vivo,36-45,0,0,,0,
U02220,2022-12-28,gujarat,Samsung,18-25,1,1,2023-01-03,0,
U02221,2022-12-24,gujarat,Realme,26-35,1,1,2023-01-01,1,
U02222,2022-12-05,telangana,Vivo,18-25,1,1,2022-12-09,0,
U02223,2022-07-30,maharashtra,Oppo,18-25,1,1,2022-08-04,1,
U02224,2019-12-23,rajasthan,Vivo,36-45,1,0,,0,
U02225,2021-01-10,himachal-pradesh,Apple,46-60,1,1,2021-01-15,0,
U02226,2021-11-07,west-bengal,Xiaomi,18-25,1,1,2021-11-27,0,
U02227,2020-04-04,tamil-nadu,Apple,26-35,1,1,2020-04-20,0,
U02228,2019-09-06,uttar-pradesh,Xiaomi,18-25,1,1,2019-09-13,0,
U02229,2020-02-16,tamil-nadu,Oppo,18-25,1,1,2020-03-16,0,
U02230,2019-10-12,gujarat,Vivo,26-35,1,0,,1,
U02231,2020-04-29,west-bengal,Samsung,26-35,1,1,2020-05-28,0,2020-08-15
U02232,2021-10-08,himachal-pradesh,Vivo,26-35,1,0,,0,
U02233,2019-02-23,gujarat,Samsung,36-45,0,0,,0,
U02234,2021-01-09,tamil-nadu,Samsung,18-25,0,0,,0,
U02235,2022-02-08,karnataka,Xiaomi,18-25,1,0,,1,
U02236,2022-03-18,bihar,Others,36-45,1,1,2022-03-19,1,2022-05-29
U02237,2021-01-25,rajasthan,Xiaomi,36-45,0,0,,0,
U02238,2021-08-15,telangana,Apple,26-35,1,1,2021-08-20,0,
U02239,2022-02-03,karnataka,Samsung,36-45,1,1,2022-02-04,1,2022-04-03
U02240,2019-09-23,tamil-nadu,Realme,26-35,1,1,2019-09-24,1,
U02241,2022-06-07,assam,Samsung,26-35,0,0,,0,
U02242,2019-06-26,karnataka,OnePlus,36-45,1,1,2019-06-29,0,
U02243,2019-05-15,karnataka,Xiaomi,18-25,1,1,2019-06-12,1,
U02244,2020-09-25,gujarat,Samsung,26-35,0,0,,0,
U02245,2021-03-26,gujarat,Others,26-35,0,0,,0,
U02246,2021-09-07,maharashtra,Xiaomi,18-25,1,1,2021-09-09,1,
U02247,2021-12-12,uttarakhand,Vivo,18-25,1,1,2021-12-14,1,2022-03-07
U02248,2021-04-21,karnataka,Xiaomi,18-25,0,0,,0,
U02249,2021-04-18,maharashtra,Motorola,26-35,1,0,,1,
U02250,2022-03-23,karnataka,Samsung,36-45,1,0,,0,
U02251,2019-06-01,tamil-nadu,Samsung,18-25,1,0,,0,
U02252,2019-09-14,karnataka,Samsung,18-25,0,0,,1,
U02253,2020-10-11,uttar-pradesh,Samsung,18-25,1,0,,1,
U02254,2022-08-08,gujarat,Oppo,36-45,0,0,,0,
U02255,2019-06-01,bihar,Vivo,18-25,0,0,,0,
U02256,2021-07-10,madhya-pradesh,Samsung,36-45,1,0,,1,
U02257,2021-08-12,rajasthan,Motorola,36-45,1,1,2021-08-19,0,
U02258,2022-10-24,uttar-pradesh,Samsung,26-35,1,1,2022-10-29,0,
U02259,2021-11-25,assam,Vivo,18-25,1,1,2021-11-30,1,
U02260,2020-12-06,tamil-nadu,Vivo,46-60,1,1,2020-12-08,0,2021-01-09
U02261,2019-09-20,maharashtra,Xiaomi,46-60,1,1,2019-10-20,1,2019-12-08
U02262,2022-02-03,tamil-nadu,Xiaomi,18-25,1,1,2022-02-09,0,2022-04-15
U02263,2022-08-03,madhya-pradesh,Apple,18-25,0,0,,0,
U02264,2022-04-18,karnataka,Realme,18-25,1,1,2022-04-22,0,
U02265,2020-01-08,uttar-pradesh,Realme,36-45,1,0,,1,
U02266,2019-09-22,karnataka,Realme,26-35,1,0,,0,
U02267,2021-06-05,andhra-pradesh,Samsung,18-25,1,1,2021-06-07,0,
U02268,2021-10-26,haryana,OnePlus,18-25,1,1,2021-10-30,0,
U02269,2019-04-24,uttar-pradesh,Xiaomi,18-25,1,0,,0,
U02270,2019-09-12,uttar-pradesh,Vivo,46-60,1,1,2019-09-23,0,
U02271,2021-11-27,rajasthan,Vivo,18-25,1,1,2021-11-28,0,
U02272,2019-11-10,uttar-pradesh,Vivo,18-25,1,1,2019-11-23,1,
U02273,2020-09-14,uttarakhand,Realme,36-45,1,1,2020-10-07,0,2020-12-26
U02274,2019-12-04,haryana,Samsung,18-25,1,0,,1,
U02275,2019-11-28,maharashtra,Samsung,18-25,0,0,,0,
U02276,2020-10-22,odisha,Xiaomi,26-35,1,0,,0,
U02277,2022-12-23,karnataka,Others,26-35,1,0,,0,
U02278,2020-04-06,tamil-nadu,Oppo,26-35,1,1,2020-04-09,0,
U02279,2020-12-09,tamil-nadu,Vivo,26-35,1,0,,0,
U02280,2021-11-28,maharashtra,Xiaomi,46-60,1,0,,0,
U02281,2020-08-04,bihar,Samsung,18-25,1,1,2020-08-11,0,2020-10-23
U02282,2019-06-11,uttar-pradesh,Vivo,26-35,1,0,,1,
U02283,2020-05-28,uttar-pradesh,Realme,26-35,1,1,2020-06-11,0,
U02284,2020-02-07,bihar,Vivo,36-45,1,1,2020-02-12,0,2020-04-04
U02285,2022-07-24,maharashtra,Others,26-35,1,1,2022-07-29,0,
U02286,2022-02-02,tamil-nadu,Samsung,18-25,1,1,2022-02-08,1,
U02287,2020-07-16,andhra-pradesh,Apple,18-25,0,0,,1,
U02288,2019-09-14,maharashtra,Realme,36-45,1,1,2019-09-18,0,2019-11-07
U02289,2022-07-04,rajasthan,Xiaomi,36-45,1,1,2022-07-08,1,
U02290,2020-09-12,tamil-nadu,Samsung,26-35,1,0,,1,
U02291,2022-06-12,tamil-nadu,Others,26-35,1,1,2022-07-05,1,
U02292,2021-12-28,karnataka,Xiaomi,18-25,1,1,2022-01-10,0,2022-04-03
U02293,2019-07-11,tamil-nadu,Xiaomi,26-35,1,0,,0,
U02294,2021-10-26,tamil-nadu,Oppo,18-25,1,1,2021-11-01,0,
U02295,2022-08-05,uttar-pradesh,Realme,36-45,1,0,,1,
U02296,2019-12-12,uttar-pradesh,Xiaomi,26-35,1,0,,1,
U02297,2022-04-27,odisha,Samsung,36-45,1,1,2022-04-28,1,2022-07-10
U02298,2022-04-04,jharkhand,Vivo,18-25,1,0,,0,
U02299,2019-11-12,delhi,Oppo,26-35,1,1,2019-11-17,0,
U02300,2019-12-17,gujarat,Samsung,18-25,1,1,2019-12-19,1,
U02301,2022-09-11,uttar-pradesh,Vivo,46-60,0,0,,1,
U02302,2022-07-02,madhya-pradesh,Samsung,26-35,1,1,2022-07-12,1,2022-09-11
U02303,2022-05-24,jharkhand,Vivo,26-35,1,1,2022-05-27,0,2022-08-12
U02304,2020-11-22,maharashtra,Oppo,26-35,1,1,2020-12-20,0,
U02305,2022-02-28,maharashtra,Oppo,18-25,0,0,,0,
U02306,2019-03-26,west-bengal,Xiaomi,18-25,1,1,2019-03-30,0,
U02307,2019-02-28,maharashtra,Samsung,36-45,1,1,2019-03-25,1,
U02308,2019-06-16,tamil-nadu,Samsung,26-35,1,1,2019-06-21,0,
U02309,2019-04-04,tamil-nadu,Samsung,18-25,1,1,2019-04-16,1,2019-06-11
U02310,2022-08-06,maharashtra,Samsung,18-25,1,0,,1,
U02311,2022-03-27,telangana,Xiaomi,36-45,1,1,2022-03-28,1,2022-05-17
U02312,2020-06-26,maharashtra,Apple,26-35,0,0,,1,
U02313,2022-08-26,karnataka,Samsung,36-45,1,0,,1,
U02314,2020-03-07,telangana,Motorola,18-25,1,1,2020-03-13,0,
U02315,2022-03-17,west-bengal,Oppo,26-35,0,0,,1,
U02316,2021-05-03,gujarat,OnePlus,26-35,1,1,2021-05-08,0,
U02317,2022-06-19,maharashtra,OnePlus,18-25,1,1,2022-07-18,0,2022-09-24
U02318,2022-08-01,bihar,Xiaomi,26-35,1,1,2022-08-07,0,
U02319,2019-03-04,kerala,Vivo,26-35,1,1,2019-03-07,1,2019-04-26
U02320,2021-10-16,maharashtra,Samsung,26-35,1,1,2021-10-17,0,
U02321,2022-07-08,himachal-pradesh,Samsung,36-45,0,0,,0,
U02322,2022-01-22,tamil-nadu,Xiaomi,18-25,1,1,2022-02-02,1,
U02323,2020-08-16,rajasthan,Xiaomi,46-60,1,1,2020-09-07,0,
U02324,2022-08-07,rajasthan,Samsung,46-60,1,0,,0,
U02325,2020-09-10,west-bengal,Realme,46-60,0,0,,0,
U02326,2021-09-16,andhra-pradesh,OnePlus,18-25,0,0,,0,
U02327,2020-05-16,andhra-pradesh,Vivo,46-60,0,0,,1,
U02328,2022-11-03,bihar,Xiaomi,18-25,1,1,2022-11-06,0,
U02329,2021-04-11,odisha,Vivo,26-35,1,1,2021-05-05,1,
U02330,2020-09-01,kerala,Oppo,36-45,1,1,2020-09-05,1,
U02331,2021-07-17,telangana,Vivo,26-35,1,1,2021-07-21,0,2021-08-30
U02332,2019-05-30,maharashtra,Xiaomi,26-35,1,0,,0,
U02333,2022-11-11,karnataka,Realme,18-25,1,1,2022-11-13,0,2022-12-17
U02334,2019-05-03,maharashtra,Realme,46-60,1,1,2019-05-09,1,
U02335,2019-11-20,punjab,Realme,26-35,1,0,,1,
U02336,2021-06-19,west-bengal,Vivo,18-25,1,1,2021-06-23,0,
U02337,2021-05-01,maharashtra,Oppo,26-35,1,1,2021-05-24,1,
U02338,2021-09-18,telangana,Oppo,26-35,1,0,,1,
U02339,2021-08-09,tamil-nadu,OnePlus,46-60,1,0,,0,
U02340,2020-02-22,andhra-pradesh,Xiaomi,18-25,1,1,2020-02-29,0,
U02341,2020-11-27,andhra-pradesh,Vivo,26-35,1,1,2020-11-30,0,2020-12-30
U02342,2022-05-27,uttar-pradesh,Vivo,18-25,1,1,2022-06-01,0,
U02343,2019-10-22,tamil-nadu,Samsung,46-60,1,0,,0,
U02344,2020-10-02,rajasthan,Others,26-35,1,1,2020-10-06,0,
U02345,2020-10-15,west-bengal,Realme,26-35,0,0,,1,
U02346,2020-12-08,haryana,Samsung,18-25,1,0,,0,
U02347,2021-03-27,west-bengal,Realme,26-35,1,1,2021-04-18,1,2021-06-24
U02348,2019-09-25,madhya-pradesh,Samsung,26-35,1,1,2019-09-28,0,
U02349,2021-01-28,madhya-pradesh,Samsung,18-25,1,1,2021-02-04,0,
U02350,2021-11-20,maharashtra,Motorola,36-45,1,1,2021-12-08,1,
U02351,2022-02-24,karnataka,Motorola,18-25,1,1,2022-03-25,0,2022-06-13
U02352,2019-08-06,rajasthan,Apple,18-25,0,0,,1,
U02353,2020-10-15,rajasthan,Others,46-60,1,1,2020-10-19,0,
U02354,2020-05-10,punjab,Xiaomi,26-35,0,0,,0,
U02355,2021-08-13,gujarat,Vivo,26-35,1,0,,0,
U02356,2019-09-08,kerala,Vivo,26-35,1,1,2019-09-11,0,2019-11-04
U02357,2020-07-01,odisha,Oppo,26-35,0,0,,1,
U02358,2021-07-09,madhya-pradesh,Oppo,26-35,1,1,2021-07-22,0,2021-09-16
U02359,2020-05-22,maharashtra,Oppo,26-35,1,1,2020-05-27,0,
U02360,2019-10-16,uttar-pradesh,Samsung,26-35,1,0,,0,
U02361,2019-07-18,kerala,Xiaomi,18-25,1,0,,0,
U02362,2019-04-14,andhra-pradesh,Samsung,18-25,1,1,2019-04-26,0,2019-07-19
U02363,2020-08-17,gujarat,Realme,18-25,1,1,2020-08-21,0,
U02364,2021-02-25,assam,Samsung,36-45,1,0,,0,
U02365,2022-06-14,tamil-nadu,Vivo,26-35,1,1,2022-07-10,0,
U02366,2021-05-06,maharashtra,Others,36-45,1,1,2021-05-08,0,2021-07-16
U02367,2020-05-23,karnataka,Realme,36-45,1,1,2020-05-31,1,2020-07-16
U02368,2019-11-24,karnataka,OnePlus,36-45,1,0,,0,
U02369,2020-11-01,gujarat,Samsung,36-45,1,0,,1,
U02370,2022-03-29,maharashtra,Vivo,18-25,1,0,,1,
U02371,2020-10-02,himachal-pradesh,Xiaomi,36-45,1,1,2020-10-04,0,
U02372,2020-01-24,maharashtra,Samsung,26-35,0,0,,0,
U02373,2019-11-23,karnataka,Samsung,36-45,1,1,2019-11-30,0,
U02374,2021-10-17,madhya-pradesh,Vivo,26-35,1,0,,0,
U02375,2021-11-20,uttarakhand,Oppo,26-35,1,1,2021-12-17,0,
U02376,2021-08-14,gujarat,Xiaomi,26-35,1,1,2021-08-19,1,2021-11-12
U02377,2021-10-18,tamil-nadu,Motorola,46-60,1,1,2021-10-20,1,
U02378,2020-09-23,uttar-pradesh,Xiaomi,36-45,0,0,,1,
U02379,2021-10-15,odisha,Vivo,36-45,1,1,2021-10-16,0,
U02380,2019-02-17,maharashtra,Xiaomi,46-60,0,0,,1,
U02381,2019-07-04,maharashtra,Xiaomi,26-35,0,0,,0,
U02382,2021-03-16,maharashtra,Vivo,26-35,0,0,,1,
U02383,2021-11-01,rajasthan,Oppo,36-45,0,0,,1,
U02384,2021-07-25,jharkhand,Xiaomi,26-35,1,1,2021-07-28,1,2021-09-17
U02385,2020-05-08,andhra-pradesh,Xiaomi,18-25,1,1,2020-05-31,0,
U02386,2020-03-16,tamil-nadu,Samsung,36-45,1,1,2020-04-05,0,2020-06-08
U02387,2022-04-09,karnataka,Xiaomi,26-35,1,1,2022-04-12,0,2022-05-15
U02388,2020-12-23,gujarat,Oppo,18-25,1,1,2020-12-25,0,
U02389,2019-04-10,rajasthan,Motorola,26-35,1,1,2019-05-10,1,
U02390,2019-04-14,maharashtra,Oppo,18-25,1,1,2019-05-09,0,2019-07-13
U02391,2020-07-30,maharashtra,Oppo,26-35,1,1,2020-08-12,0,2020-09-11
U02392,2021-10-10,andhra-pradesh,OnePlus,36-45,1,0,,1,
U02393,2022-05-08,punjab,Samsung,26-35,1,0,,0,
U02394,2022-09-01,west-bengal,Xiaomi,26-35,1,0,,1,
U02395,2022-10-09,tamil-nadu,Xiaomi,18-25,0,0,,1,
U02396,2021-08-21,uttar-pradesh,OnePlus,26-35,1,1,2021-08-25,1,
U02397,2020-08-08,telangana,Others,26-35,1,1,2020-08-17,0,2020-10-19
U02398,2022-01-04,madhya-pradesh,Xiaomi,46-60,1,1,2022-01-08,0,
U02399,2019-01-17,punjab,OnePlus,46-60,1,1,2019-02-10,1,2019-04-03
U02400,2019-08-09,himachal-pradesh,Xiaomi,18-25,1,1,2019-08-15,0,2019-10-27
U02401,2021-06-01,maharashtra,Samsung,26-35,1,1,2021-06-06,0,
U02402,2019-10-02,karnataka,Realme,18-25,1,0,,0,
U02403,2020-06-25,tamil-nadu,Samsung,26-35,1,1,2020-07-06,0,
U02404,2021-01-19,gujarat,Realme,36-45,1,0,,1,
U02405,2021-04-05,maharashtra,Oppo,26-35,1,1,2021-04-16,0,2021-05-23
U02406,2021-01-19,karnataka,OnePlus,46-60,1,1,2021-02-18,0,
U02407,2019-04-03,bihar,Vivo,36-45,1,1,2019-04-09,0,
U02408,2021-03-31,maharashtra,Vivo,18-25,1,1,2021-04-27,0,2021-06-18
U02409,2019-04-15,kerala,Realme,46-60,0,0,,1,
U02410,2022-03-13,uttar-pradesh,Others,18-25,1,1,2022-03-16,0,
U02411,2022-02-24,karnataka,Samsung,36-45,1,1,2022-03-02,0,2022-05-09
U02412,2020-02-03,telangana,OnePlus,18-25,1,1,2020-02-15,0,2020-04-11
U02413,2021-01-12,bihar,Oppo,18-25,1,1,2021-01-15,1,
U02414,2022-02-07,uttar-pradesh,Motorola,18-25,1,1,2022-03-06,0,
U02415,2020-08-14,rajasthan,Samsung,36-45,1,1,2020-09-07,1,
U02416,2019-05-31,karnataka,Realme,36-45,0,0,,1,
U02417,2021-03-02,gujarat,Vivo,36-45,1,1,2021-03-08,0,
U02418,2021-10-29,west-bengal,Samsung,26-35,1,1,2021-11-24,1,2022-01-24
U02419,2021-07-11,karnataka,Xiaomi,26-35,1,1,2021-08-06,0,
U02420,2022-01-31,rajasthan,Samsung,18-25,1,1,2022-02-13,1,2022-03-25
U02421,2020-07-26,gujarat,Realme,18-25,1,0,,0,
U02422,2022-06-30,rajasthan,Oppo,26-35,1,1,2022-07-25,0,
U02423,2022-10-25,gujarat,Samsung,26-35,1,1,2022-11-01,1,
U02424,2022-06-05,uttar-pradesh,Realme,18-25,1,1,2022-06-12,0,
U02425,2019-09-01,maharashtra,Others,26-35,1,1,2019-09-19,1,2019-11-13
U02426,2019-09-21,maharashtra,Vivo,26-35,0,0,,0,
U02427,2019-07-18,uttarakhand,Others,18-25,1,1,2019-07-26,1,
U02428,2021-03-17,maharashtra,Xiaomi,18-25,0,0,,1,
U02429,2021-02-03,tamil-nadu,Xiaomi,26-35,1,0,,0,
U02430,2020-11-25,bihar,Xiaomi,36-45,0,0,,1,
U02431,2022-02-16,punjab,Oppo,26-35,1,0,,0,
U02432,2021-01-18,karnataka,Oppo,36-45,0,0,,1,
U02433,2019-10-23,west-bengal,Oppo,36-45,0,0,,0,
U02434,2020-02-12,telangana,Apple,36-45,1,1,2020-03-11,1,
U02435,2022-05-18,odisha,Oppo,46-60,0,0,,1,
U02436,2021-11-08,haryana,Realme,18-25,1,0,,1,
U02437,2021-04-02,rajasthan,Vivo,46-60,1,1,2021-04-09,1,
U02438,2021-10-21,andhra-pradesh,Samsung,46-60,1,1,2021-10-22,0,
U02439,2019-03-24,kerala,Xiaomi,46-60,1,0,,0,
U02440,2019-04-03,andhra-pradesh,Others,36-45,1,0,,0,
U02441,2019-03-21,tamil-nadu,Samsung,26-35,1,0,,1,
U02442,2019-10-08,assam,Samsung,18-25,1,0,,1,
U02443,2020-11-13,delhi,OnePlus,46-60,1,1,2020-11-19,0,
U02444,2021-08-28,jharkhand,Motorola,26-35,0,0,,0,
U02445,2021-11-29,tamil-nadu,Vivo,46-60,1,1,2021-12-13,0,
U02446,2021-07-24,karnataka,Others,18-25,1,0,,1,
U02447,2019-11-02,gujarat,Xiaomi,26-35,1,1,2019-11-08,0,2019-12-24
U02448,2022-05-26,bihar,Vivo,26-35,1,0,,1,
U02449,2021-11-21,karnataka,Xiaomi,26-35,1,1,2021-11-24,0,
U02450,2019-10-14,rajasthan,Vivo,46-60,1,1,2019-10-20,0,
